tenancy_id,property_id,original_lease_start,lease_start,lease_end,vacate_type,notice_sent_received,termination_date,moving_out,charge_to,contact_1_id,contact_[n]_auto_email_receipts,contact_[n]_auto_email_invoices,contact_[n]_enotices_no_consent,contact_[n]_dont_send_marketing,contact_[n]_type,contact_[n]_account_name,contact_[n]_account_bsb,contact_[n]_account_no,direct_debit_invoices,direct_debit_rent,direct_debit_contact_id,direct_debit_max_amount,direct_debit_schedule_description,direct_debit_schedule_period,direct_debit_schedule_amount,direct_debit_schedule_start,direct_debit_schedule_end,last_rent_review,next_rent_review,rent_account,rent_description,rent_start,rent_period,rent_amount,new_rent_start,new_rent_period,new_rent_amount,rent_paid_to,rent_credit,outgoings_[n]_account,outgoings_[n]_description,outgoings_[n]_amount,outgoings_[n]_paid_to,outgoings_[n]_credit,new_outgoings_[n]_amount,bond_[n]_required,bond_[n]_account,bond_[n]_reference,bond_[n]_lodged_direct,held_for_tenancy,tag_[group name],fee_[fee id],contact_2_id,contact_3_id,contact_4_id,contact_5_id,contact_6_id
rps_lng-HDO221802,rps_lng-HDO190067,30/12/2022,30/12/2022,29/12/2023,,,,,,rps_lng-HDO22004139,,,,,,,,,,,,,,,,,,,,,,,Monthly,460.0438,,,,,,,,,,,,,,,,,,,rps_lng-HDO22004138,,,,
rps_lng-RPT190936,rps_lng-HDO190067,4/11/2016,4/11/2016,12/12/2022,,,,,,rps_lng-HDO19000170,,,,,,,,,,,,,,,,,,,,,,,Weekly,410,,,,,,,,,,,,,,,,,,,rps_lng-HDO19000171,,,,
rps_lng-HDO190124,rps_lng-HDO190075,27/06/2019,27/06/2019,26/06/2020,,,,,,rps_lng-HDO19002943,,,,,,,,,,,,,,,,,,,,,,,Monthly,364.9973,,,,,,,,,,,,,,,,,,,rps_lng-HDO19002942,,,,
rps_lng-HDO200504,rps_lng-HDO190075,24/07/2020,24/07/2020,15/08/2021,,,,,,rps_lng-HDO20001160,,,,,,,,,,,,,,,,,,,,,,,Monthly,364.9973,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO211190,rps_lng-HDO190075,1/10/2021,1/10/2021,30/09/2023,,,,,,rps_lng-HDO21002607,,,,,,,,,,,,,,,,,,2023-07-01T20:00:00+01:00,,,,,Monthly,390.0822,,,,,,,,,,,,,,,,,,,rps_lng-HDO21002606,,,,
rps_lng-RPT190554,rps_lng-HDO190075,17/01/2017,17/01/2017,9/05/2019,,,,,,rps_lng-HDO19000439,,,,,,,,,,,,,,,,,,,,,,,Monthly,339.9123,,,,,,,,,,,,,,,,,,,rps_lng-HDO19000440,,,,
rps_lng-RPT190899,rps_lng-HDO190076,17/06/2022,17/06/2022,16/12/2022,,,,,,rps_lng-HDO19002660,,,,,,,,,,,,,,,,,,,,,,,Monthly,405.0411,,,,,,,,,,,,,,,,,,,rps_lng-HDO19000101,,,,
rps_lng-RPT190145,rps_lng-HDO190083,8/10/2022,8/10/2022,7/10/2023,,,,,,rps_lng-HDO18000129,,,,,,,,,,,,,,,,,,,,,,,Monthly,410.1041,,,,,,,,,,,,,,,,,,,rps_lng-HDO18000130,,,,
rps_lng-RPT190706,rps_lng-HDO190083,8/09/2013,8/09/2013,1/02/2018,,,,,,rps_lng-HDO19000146,,,,,,,,,,,,,,,,,,,,,,,Monthly,364.9973,,,,,,,,,,,,,,,,,,,rps_lng-HDO19000147,,,,
rps_lng-HDO200656,rps_lng-HDO190090,4/09/2020,4/09/2020,6/09/2021,,,,,,rps_lng-HDO20001432,,,,,,,,,,,,,,,,,,,,,,,Monthly,374.8932,,,,,,,,,,,,,,,,,,,rps_lng-HDO20001431,,,,
rps_lng-RPT190690,rps_lng-HDO190090,8/09/2017,8/09/2017,7/08/2020,,,,,,rps_lng-HDO17000084,,,,,,,,,,,,,,,,,,2019-06-26T17:00:00+01:00,,,,,Monthly,370.0603,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-RPT191165,rps_lng-HDO190090,23/08/2014,23/08/2014,25/08/2017,,,,,,rps_lng-HDO19000573,,,,,,,,,,,,,,,,,,,,,,,Monthly,330.0164,,,,,,,,,,,,,,,,,,,rps_lng-HDO19000574,,,,
rps_lng-HDO230234,rps_lng-HDO190091,22/02/2023,22/02/2023,21/02/2024,,,,,,rps_lng-HDO23000666,,,,,,,,,,,,,,,,,,,,,,,Monthly,449.9178,,,,,,,,,,,,,,,,,,,rps_lng-HDO23000665,,,,
rps_lng-HDO230649,rps_lng-HDO190115,20/05/2023,20/05/2023,19/05/2024,,,,,,rps_lng-HDO23001784,,,,,,,,,,,,,,,,,,,,,,,Monthly,449.9178,,,,,,,,,,,,,,,,,,,rps_lng-HDO23001783,,,,
rps_lng-RPT190428,rps_lng-HDO190115,12/11/2021,12/11/2021,11/11/2022,,,,,,rps_lng-HDO19000227,,,,,,,,,,,,,,,,,,,,,,,Monthly,348.8877,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-RPT191227,rps_lng-HDO190122,22/11/2022,22/11/2022,20/11/2023,,,,,,rps_lng-HDO19000427,,,,,,,,,,,,,,,,,,2019-12-01T10:00:00+00:00,,,,,Monthly,440.0219,,,,,,,,,,,,,,,,,,,rps_lng-HDO19000428,,,,
rps_lng-HDO190002,rps_lng-HDO190126,9/03/2019,9/03/2019,8/03/2020,,,,,,rps_lng-HDO19002614,,,,,,,,,,,,,,,,,,,,,,,Monthly,550.0274,,,,,,,,,,,,,,,,,,,rps_lng-HDO19002615,,,,
rps_lng-RPT190064,rps_lng-HDO190126,9/02/2019,9/02/2019,8/03/2019,,,,,,rps_lng-HDO19000097,,,,,,,,,,,,,,,,,,,,,,,Monthly,550.0274,,,,,,,,,,,,,,,,,,,rps_lng-HDO19000098,,,,
rps_lng-WES200030,rps_lng-HDO190126,27/03/2022,27/03/2022,26/03/2023,,,,,,rps_lng-WES20000072,,,,,,,,,,,,,,,,,,,2023-09-01T11:00:00+01:00,,,,Monthly,550.0274,,,,,,,,,,,,,,,,,,,rps_lng-WES20000071,,,,
rps_lng-HDO190076,rps_lng-HDO190140,3/06/2019,3/06/2019,2/06/2021,,,,,,rps_lng-HDO19002839,,,,,,,,,,,,,,,,,,,,,,,Monthly,394.9151,,,,,,,,,,,,,,,,,,,rps_lng-HDO19002841,rps_lng-HDO19002838,rps_lng-HDO19002840,,
rps_lng-HDO210836,rps_lng-HDO190140,8/07/2023,8/07/2023,7/07/2024,,,,,,rps_lng-HDO21001889,,,,,,,,,,,,,,,,,,,,,,,Monthly,375.1233,,,,,,,,,,,,,,,,,,,rps_lng-HDO21001888,,,,
rps_lng-RPT190555,rps_lng-HDO190140,7/06/2015,7/06/2015,29/05/2019,,,,,,rps_lng-HDO19000445,,,,,,,,,,,,,,,,,,,,,,,Monthly,355.1014,,,,,,,,,,,,,,,,,,,rps_lng-HDO19000446,,,,
rps_lng-HDO191247,rps_lng-HDO190172,27/12/2019,27/12/2019,12/04/2021,,,,,,rps_lng-HDO19005910,,,,,,,,,,,,,,,,,,,,,,,Monthly,365.2274,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO210460,rps_lng-HDO190172,16/07/2022,16/07/2022,15/07/2023,,,,,,rps_lng-HDO21001072,,,,,,,,,,,,,,,,,,,,,,,Monthly,374.8932,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-RPT190454,rps_lng-HDO190172,30/11/2018,30/11/2018,2/12/2019,,,,,,rps_lng-HDO18000127,,,,,,,,,,,,,,,,,,,,,,,Monthly,380.1863,,,,,,,,,,,,,,,,,,,rps_lng-HDO18000128,,,,
rps_lng-RPT191170,rps_lng-HDO190172,11/11/2013,11/11/2013,4/02/2018,,,,,,rps_lng-HDO19000595,,,,,,,,,,,,,,,,,,,,,,,Monthly,364.9973,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-RPT191538,rps_lng-HDO190172,18/02/2018,18/02/2018,1/12/2018,,,,,,rps_lng-HDO18000189,,,,,,,,,,,,,,,,,,,,,,,Monthly,379.9562,,,,,,,,,,,,,,,,,,,rps_lng-HDO18000190,,,,
rps_lng-HDO190464,rps_lng-HDO190173,25/07/2019,25/07/2019,20/12/2022,,,,,,rps_lng-HDO19003799,,,,,,,,,,,,,,,,,,,,,,,Monthly,440.0219,,,,,,,,,,,,,,,,,,,rps_lng-HDO19003800,,,,
rps_lng-HDO221857,rps_lng-HDO190173,30/12/2022,30/12/2022,1/06/2023,,,,,,rps_lng-HDO22004277,,,,,,,,,,,,,,,,,,,,,,,Monthly,480.0658,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO230664,rps_lng-HDO190173,2/06/2023,2/06/2023,1/06/2024,,,,,,rps_lng-HDO23001821,,,,,,,,,,,,,,,,,,,,,,,Monthly,500.0877,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-RPT191462,rps_lng-HDO190173,10/04/2014,10/04/2014,14/06/2019,,,,,,rps_lng-HDO19000255,,,,,,,,,,,,,,,,,,,,,,,Monthly,429.8959,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO200846,rps_lng-HDO190174,7/08/2022,7/08/2022,6/08/2023,,,,,,rps_lng-HDO20001810,,,,,,,,,,,,,,,,,,,,,,,Monthly,399.9781,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-RPT191562,rps_lng-HDO190174,24/04/2012,24/04/2012,23/10/2020,,,,,,rps_lng-HDO19000389,,,,,,,,,,,,,,,,,,2019-07-17T10:00:00+01:00,,,,,Monthly,380.1863,,,,,,,,,,,,,,,,,,,rps_lng-HDO19000390,,,,
rps_lng-HDO220196,rps_lng-HDO190175,17/05/2023,17/05/2023,16/11/2023,,,,,,rps_lng-HDO22000397,,,,,,,,,,,,,,,,,,,,,,,Monthly,399.9781,,,,,,,,,,,,,,,,,,,rps_lng-HDO22000396,,,,
rps_lng-RPT191460,rps_lng-HDO190175,21/12/2015,21/12/2015,20/01/2018,,,,,,rps_lng-HDO19000252,,,,,,,,,,,,,,,,,,,,,,,Monthly,350.0384,,,,,,,,,,,,,,,,,,,rps_lng-HDO19000253,,,,
rps_lng-RPT191547,rps_lng-HDO190175,5/02/2018,5/02/2018,7/02/2022,,,,,,rps_lng-HDO18000194,,,,,,,,,,,,,,,,,,,,,,,Monthly,359.9342,,,,,,,,,,,,,,,,,,,rps_lng-HDO21000301,,,,
rps_lng-HDO200958,rps_lng-HDO190183,28/11/2020,28/11/2020,6/08/2022,,,,,,rps_lng-HDO20002046,,,,,,,,,,,,,,,,,,,,,,,Monthly,394.9151,,,,,,,,,,,,,,,,,,,rps_lng-HDO20002048,,,,
rps_lng-RPT190821,rps_lng-HDO190183,8/07/2015,8/07/2015,19/10/2020,,,,,,rps_lng-HDO19000317,,,,,,,,,,,,,,,,,,2020-02-01T10:00:00+00:00,,,,,Weekly,350,,,,,,,,,,,,,,,,,,,rps_lng-HDO19000318,,,,
rps_lng-HDO221299,rps_lng-HDO190184,16/09/2022,16/09/2022,15/09/2023,,,,,,rps_lng-HDO22002959,,,,,,,,,,,,,,,,,,,,,,,Monthly,680.0548,,,,,,,,,,,,,,,,,,,rps_lng-HDO22002958,,,,
rps_lng-RPT190370,rps_lng-HDO190184,4/08/2012,4/08/2012,22/08/2022,,,,,,rps_lng-HDO19000128,,,,,,,,,,,,,,,,,,,,,,,Monthly,460.0438,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO190844,rps_lng-HDO190190,18/10/2019,18/10/2019,23/11/2022,,,,,,rps_lng-HDO19004840,,,,,,,,,,,,,,,,,,,,,,,Monthly,365.2274,,,,,,,,,,,,,,,,,,,rps_lng-HDO19004841,,,,
rps_lng-RPT190440,rps_lng-HDO190190,9/10/2017,9/10/2017,8/10/2019,,,,,,rps_lng-HDO17000142,,,,,,,,,,,,,,,,,,,,,,,Monthly,364.9973,,,,,,,,,,,,,,,,,,,rps_lng-HDO19004049,,,,
rps_lng-RPT191536,rps_lng-HDO190190,27/09/2016,27/09/2016,26/09/2017,,,,,,rps_lng-HDO19000366,,,,,,,,,,,,,,,,,,,,,,,Monthly,364.9973,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO190599,rps_lng-HDO190194,2/08/2019,2/08/2019,1/08/2020,,,,,,rps_lng-HDO19004201,,,,,,,,,,,,,,,,,,,,,,,Monthly,390.0822,,,,,,,,,,,,,,,,,,,rps_lng-HDO19004199,,,,
rps_lng-HDO200630,rps_lng-HDO190194,28/08/2020,28/08/2020,27/08/2023,,,,,,rps_lng-HDO20001383,,,,,,,,,,,,,,,,,,,,,,,Monthly,390.0822,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-RPT190065,rps_lng-HDO190194,20/03/2016,20/03/2016,13/06/2019,,,,,,rps_lng-HDO19000099,,,,,,,,,,,,,,,,,,,,,,,Monthly,380.1863,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-RPT190732,rps_lng-HDO190201,16/03/2023,16/03/2023,15/01/2025,,,,,,rps_lng-HDO19000193,,,,,,,,,,,,,,,,,,,,,,,Monthly,429.8959,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO190423,rps_lng-HDO190214,27/07/2023,27/07/2023,26/07/2024,,,,,,rps_lng-HDO19003674,,,,,,,,,,,,,,,,,,,,,,,Monthly,420,,,,,,,,,,,,,,,,,,,rps_lng-HDO19003675,,,,
rps_lng-RPT190509,rps_lng-HDO190214,7/08/2018,7/08/2018,17/05/2019,,,,,,rps_lng-HDO18000191,,,,,,,,,,,,,,,,,,,,,,,Monthly,390.0822,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-RPT191280,rps_lng-HDO190214,27/07/2017,27/07/2017,26/07/2018,,,,,,rps_lng-HDO17000270,,,,,,,,,,,,,,,,,,,,,,,Monthly,370.0603,,,,,,,,,,,,,,,,,,,rps_lng-HDO17000271,,,,
rps_lng-RPT191461,rps_lng-HDO190214,18/11/2013,18/11/2013,20/07/2017,,,,,,rps_lng-HDO19000254,,,,,,,,,,,,,,,,,,,,,,,Monthly,364.9973,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-RPT190642,rps_lng-HDO190223,24/05/2017,24/05/2017,6/11/2020,,,,,,rps_lng-HDO19000066,,,,,,,,,,,,,,,,,,2019-07-17T10:00:00+01:00,,,,,Monthly,350.0384,,,,,,,,,,,,,,,,,,,rps_lng-HDO19000067,,,,
rps_lng-RPT191033,rps_lng-HDO190247,15/05/2015,15/05/2015,15/05/2016,,,,,,rps_lng-HDO19000309,,,,,,,,,,,,,,,,,,,,,,,Monthly,429.8959,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO210106,rps_lng-HDO190264,29/06/2022,29/06/2022,28/06/2023,,,,,,rps_lng-HDO21000211,,,,,,,,,,,,,,,,,,,,,,,Monthly,339.9123,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-RPT190229,rps_lng-HDO190264,1/02/2019,1/02/2019,11/01/2021,,,,,,rps_lng-HDO19000426,,,,,,,,,,,,,,,,,,,,,,,Monthly,300.0986,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-RPT191278,rps_lng-HDO190264,31/03/2017,31/03/2017,8/01/2019,,,,,,rps_lng-HDO19000578,,,,,,,,,,,,,,,,,,,,,,,Monthly,300.0986,,,,,,,,,,,,,,,,,,,rps_lng-HDO19000579,,,,
rps_lng-HDO210597,rps_lng-HDO190267,31/05/2023,31/05/2023,30/05/2024,,,,,,rps_lng-HDO21001366,,,,,,,,,,,,,,,,,,,,,,,Monthly,379.9562,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-RPT191381,rps_lng-HDO190267,22/02/2018,22/02/2018,22/04/2021,,,,,,rps_lng-HDO18000066,,,,,,,,,,,,,,,,,,2019-06-27T10:00:00+01:00,,,,,Monthly,359.9342,,,,,,,,,,,,,,,,,,,rps_lng-HDO18000067,,,,
rps_lng-RPT191624,rps_lng-HDO190267,21/02/2017,21/02/2017,20/02/2018,,,,,,rps_lng-HDO19000594,,,,,,,,,,,,,,,,,,,,,,,Monthly,348.8877,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-RPT191548,rps_lng-HDO190289,11/09/2015,11/09/2015,10/09/2023,,,,,,rps_lng-HDO19000372,,,,,,,,,,,,,,,,,,,,,,,Monthly,370.0603,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-RPT190222,rps_lng-HDO190320,6/08/2022,6/08/2022,5/08/2023,,,,,,rps_lng-HDO19000404,,,,,,,,,,,,,,,,,,,2023-08-01T09:00:00+01:00,,,,Monthly,405.0411,,,,,,,,,,,,,,,,,,,rps_lng-HDO19000405,,,,
rps_lng-HDO230693,rps_lng-HDO190329,29/05/2023,29/05/2023,28/05/2024,,,,,,rps_lng-HDO23001886,,,,,,,,,,,,,,,,,,,,,,,Monthly,469.9397,,,,,,,,,,,,,,,,,,,rps_lng-HDO23001885,,,,
rps_lng-RPT190311,rps_lng-HDO190329,14/02/2022,14/02/2022,13/02/2023,,,,,,rps_lng-HDO19000029,,,,,,,,,,,,,,,,,,,,,,,Monthly,349.1178,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO200062,rps_lng-HDO190354,7/02/2020,7/02/2020,6/02/2021,,,,,,rps_lng-HDO20000123,,,,,,,,,,,,,,,,,,,,,,,Monthly,359.9342,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO210181,rps_lng-HDO190354,12/02/2021,12/02/2021,11/07/2022,,,,,,rps_lng-HDO21000384,,,,,,,,,,,,,,,,,,,,,,,Monthly,300.0986,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-RPT193414,rps_lng-HDO190354,1/02/2019,1/02/2019,3/02/2020,,,,,,rps_lng-CHA19000097,,,,,,,,,,,,,,,,,,,,,,,Monthly,390.0822,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO190097,rps_lng-HDO190398,17/06/2021,17/06/2021,16/06/2022,,,,,,rps_lng-HDO19002890,,,,,,,,,,,,,,,,,,,,,,,Monthly,530.0055,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO221271,rps_lng-HDO190398,15/09/2022,15/09/2022,15/09/2024,,,,,,rps_lng-HDO22002885,,,,,,,,,,,,,,,,,,,,,,,Monthly,509.9836,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO190215,rps_lng-HDO190507,11/06/2020,11/06/2020,10/06/2021,,,,,,rps_lng-HDO19003160,,,,,,,,,,,,,,,,,,,2024-06-01T13:00:00+01:00,,,,Monthly,704.9096,,,,,,,,,,,,,,,,,,,rps_lng-JAM19000012,rps_lng-JAM20000128,,,
rps_lng-HDO210324,rps_lng-HDO190510,31/03/2023,31/03/2023,30/03/2024,,,,,,rps_lng-HDO21000773,,,,,,,,,,,,,,,,,,,,,,,Monthly,750.0164,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO210532,rps_lng-HDO190511,27/04/2022,27/04/2022,26/04/2023,,,,,,rps_lng-HDO21001217,,,,,,,,,,,,,,,,,,,,,,,Monthly,399.9781,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO200768,rps_lng-HDO190529,29/12/2022,29/12/2022,28/12/2024,,,,,,rps_lng-HDO20001655,,,,,,,,,,,,,,,,,,,,,,,Monthly,550.0274,,,,,,,,,,,,,,,,,,,rps_lng-HDO20001654,,,,
rps_lng-HDO200956,rps_lng-HDO190539,12/02/2023,12/02/2023,11/02/2024,,,,,,rps_lng-HDO20002040,,,,,,,,,,,,,,,,,,,,,,,Monthly,350.0384,,,,,,,,,,,,,,,,,,,rps_lng-HDO20002039,,,,
rps_lng-SAN210008,rps_lng-HDO190542,15/10/2021,15/10/2021,14/10/2023,,,,,,rps_lng-HDO21002976,,,,,,,,,,,,,,,,,,,,,,,Monthly,2399.8685,,,,,,,,,,,,,,,,,,,rps_lng-SAN21000043,,,,
rps_lng-HDO200641,rps_lng-HDO190548,18/09/2020,18/09/2020,19/09/2021,,,,,,rps_lng-HDO20001407,,,,,,,,,,,,,,,,,,,2024-02-01T15:00:00+00:00,,,,Monthly,330.0164,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO221154,rps_lng-HDO190549,22/08/2022,22/08/2022,21/08/2023,,,,,,rps_lng-HDO22002585,,,,,,,,,,,,,,,,,,,,,,,Monthly,420,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO221242,rps_lng-HDO190552,6/09/2022,6/09/2022,5/09/2023,,,,,,rps_lng-HDO22002815,,,,,,,,,,,,,,,,,,,,,,,Monthly,385.0192,,,,,,,,,,,,,,,,,,,rps_lng-HDO22002814,,,,
rps_lng-HDO210018,rps_lng-HDO190581,22/01/2021,22/01/2021,21/07/2021,,,,,,rps_lng-HDO21000039,,,,,,,,,,,,,,,,,,,2024-03-01T21:00:00+00:00,,,,Monthly,480.0658,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO210334,rps_lng-HDO190587,19/03/2021,19/03/2021,18/03/2022,,,,,,rps_lng-HDO21000794,,,,,,,,,,,,,,,,,,,2024-01-01T10:00:00+00:00,,,,Monthly,900.0658,,,,,,,,,,,,,,,,,,,rps_lng-HDO21000793,,,,
rps_lng-HDO221870,rps_lng-HDO190592,9/01/2023,9/01/2023,8/01/2025,,,,,,rps_lng-HDO22004303,,,,,,,,,,,,,,,,,,,,,,,Monthly,979.9233,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO221039,rps_lng-HDO190608,2/08/2023,2/08/2023,1/05/2024,,,,,,rps_lng-HDO22002245,,,,,,,,,,,,,,,,,,,,,,,Monthly,539.9014,,,,,,,,,,,,,,,,,,,rps_lng-HDO22002244,,,,
rps_lng-HDO221578,rps_lng-HDO190628,15/11/2022,15/11/2022,14/11/2023,,,,,,rps_lng-HDO22002885,,,,,,,,,,,,,,,,,,,,,,,Monthly,449.9178,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO200831,rps_lng-HDO190630,16/06/2023,16/06/2023,15/06/2024,,,,,,rps_lng-HDO20001779,,,,,,,,,,,,,,,,,,,2023-08-01T15:00:00+01:00,,,,Monthly,368.2192,,,,,,,,,,,,,,,,,,,rps_lng-HDO20001780,,,,
rps_lng-HDO191065,rps_lng-HDO190634,14/12/2019,14/12/2019,31/03/2024,,,,,,rps_lng-HDO19005473,,,,,,,,,,,,,,,,,,,,,,,Monthly,695.0137,,,,,,,,,,,,,,,,,,,rps_lng-HDO19005474,,,,
rps_lng-HDO190414,rps_lng-HDO190685,20/07/2023,20/07/2023,19/07/2024,,,,,,rps_lng-HDO19003656,,,,,,,,,,,,,,,,,,,,,,,Monthly,500.0877,,,,,,,,,,,,,,,,,,,rps_lng-HDO19003655,,,,
rps_lng-HDO190718,rps_lng-HDO190917,11/10/2022,11/10/2022,10/10/2023,,,,,,rps_lng-HDO19004541,,,,,,,,,,,,,,,,,,,2023-10-01T14:00:00+01:00,,,,Monthly,380.1863,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO221599,rps_lng-HDO190959,11/11/2022,11/11/2022,10/11/2023,,,,,,rps_lng-HDO22003667,,,,,,,,,,,,,,,,,,,,,,,Monthly,420,,,,,,,,,,,,,,,,,,,rps_lng-HDO22003666,,,,
rps_lng-HDO190910,rps_lng-HDO190984,22/11/2022,22/11/2022,21/05/2023,,,,,,rps_lng-HDO19005046,,,,,,,,,,,,,,,,,,,,,,,Monthly,420,,,,,,,,,,,,,,,,,,,rps_lng-HDO19005045,,,,
rps_lng-HDO230724,rps_lng-HDO190984,3/06/2023,3/06/2023,2/06/2024,,,,,,rps_lng-HDO23001966,,,,,,,,,,,,,,,,,,,,,,,Monthly,490.1918,,,,,,,,,,,,,,,,,,,rps_lng-HDO23001965,,,,
rps_lng-HDO191007,rps_lng-HDO190995,29/11/2019,29/11/2019,28/12/2020,,,,,,rps_lng-HDO19005311,,,,,,,,,,,,,,,,,,,,,,,Monthly,420,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO201013,rps_lng-HDO190995,17/01/2022,17/01/2022,16/07/2022,,,,,,rps_lng-HDO20002152,,,,,,,,,,,,,,,,,,,,,,,Monthly,429.8959,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO220998,rps_lng-HDO190995,25/07/2022,25/07/2022,24/07/2023,,,,,,rps_lng-HDO22002155,,,,,,,,,,,,,,,,,,,2024-04-01T17:00:00+01:00,,,,Monthly,469.9397,,,,,,,,,,,,,,,,,,,rps_lng-HDO22002154,,,,
rps_lng-HDO190944,rps_lng-HDO191014,29/10/2021,29/10/2021,28/10/2023,,,,,,rps_lng-HDO19005132,,,,,,,,,,,,,,,,,,2020-07-29T17:00:00+01:00,,,,,Monthly,539.9014,,,,,,,,,,,,,,,,,,,rps_lng-HDO19005133,,,,
rps_lng-HDO200026,rps_lng-HDO191133,20/01/2022,20/01/2022,19/01/2023,,,,,,rps_lng-HDO20000046,,,,,,,,,,,,,,,,,,,,,,,Monthly,380.1863,,,,,,,,,,,,,,,,,,,rps_lng-HDO20000047,,,,
rps_lng-HDO230048,rps_lng-HDO191133,27/01/2023,27/01/2023,26/01/2024,,,,,,rps_lng-HDO23000102,,,,,,,,,,,,,,,,,,,,,,,Monthly,449.9178,,,,,,,,,,,,,,,,,,,rps_lng-HDO23000101,,,,
rps_lng-HDO200327,rps_lng-HDO191134,17/02/2022,17/02/2022,16/08/2022,,,,,,rps_lng-HDO20000795,,,,,,,,,,,,,,,,,,,2024-06-01T16:00:00+01:00,,,,Monthly,379.9562,,,,,,,,,,,,,,,,,,,rps_lng-HDO20000796,,,,
rps_lng-HDO191101,rps_lng-HDO191147,19/03/2022,19/03/2022,18/03/2023,,,,,,rps_lng-HDO19005557,,,,,,,,,,,,,,,,,,,2024-01-01T11:00:00+00:00,,,,Monthly,454.9808,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-CHA190047,rps_lng-HDO191230,9/02/2020,9/02/2020,8/01/2021,,,,,,rps_lng-CHA19000140,,,,,,,,,,,,,,,,,,,,,,,Monthly,450.1479,,,,,,,,,,,,,,,,,,,rps_lng-CHA19000141,,,,
rps_lng-HDO230311,rps_lng-HDO191230,4/03/2023,4/03/2023,3/03/2024,,,,,,rps_lng-HDO23000949,,,,,,,,,,,,,,,,,,,,,,,Monthly,489.9616,,,,,,,,,,,,,,,,,,,rps_lng-HDO23000948,,,,
rps_lng-HDO221539,rps_lng-HDO191279,31/10/2022,31/10/2022,30/10/2023,,,,,,rps_lng-HDO22003556,,,,,,,,,,,,,,,,,,,,,,,Monthly,539.9014,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO200134,rps_lng-HDO200014,21/12/2019,21/12/2019,6/04/2022,,,,,,rps_lng-HDO20000312,,,,,,,,,,,,,,,,,,,,,,,Monthly,370.0603,,,,,,,,,,,,,,,,,,,rps_lng-HDO20000313,,,,
rps_lng-HDO220561,rps_lng-HDO200014,7/05/2023,7/05/2023,6/05/2024,,,,,,rps_lng-HDO22001125,,,,,,,,,,,,,,,,,,,,,,,Monthly,390.0822,,,,,,,,,,,,,,,,,,,,,,,
rps_lng-JAM200013,rps_lng-HDO200075,20/10/2022,20/10/2022,19/10/2023,,,,,,rps_lng-JAM20000042,,,,,,,,,,,,,,,,,,,2023-10-01T19:00:00+01:00,,,,Monthly,429.8959,,,,,,,,,,,,,,,,,,,rps_lng-JAM20000043,,,,
rps_lng-HDO210938,rps_lng-HDO200076,14/09/2023,14/09/2023,13/09/2024,,,,,,rps_lng-HDO21002102,,,,,,,,,,,,,,,,,,,,,,,Monthly,450.1479,,,,,,,,,,,,,,,,,,,rps_lng-HDO21002103,,,,
rps_lng-JAM200014,rps_lng-HDO200076,1/10/2019,1/10/2019,10/07/2021,,,,,,rps_lng-JAM20000044,,,,,,,,,,,,,,,,,,,,,,,Monthly,410.1041,,,,,,,,,,,,,,,,,,,,,,,
