,ID,DateTime,Type,Category,Description,IsCredit,IsDebit,Gross,Net,Balance,Unallocated,VAT
202,rps_lng-HDO22022400,2022-01-17T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay - 42354241 49445,True,False,1174.0,1174.0,1174.0,,
203,rps_lng-HDO22018340,2022-01-19T00:00:00+00:00,Invoice,Rent,Rent from 19/01/2022 to 18/02/2022 for 15/88 Franklin Street,False,True,1174.0,1174.0,,,
204,rps_lng-HDO22067280,2022-02-15T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 42354241,True,False,540.36,540.36,540.36,,
205,rps_lng-HDO22062373,2022-02-19T00:00:00+00:00,Invoice,Rent,Rent from 19/02/2022 to 04/03/2022 for 15/88 Franklin Street,False,True,540.36,540.36,,,
206,rps_lng-HDO22094432,2022-03-03T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464111,True,False,2868.0,2868.0,2868.0,,
207,rps_lng-HDO22094716,2022-03-04T00:00:00+00:00,Invoice,Deposit,Deposit invoice,False,True,1434.0,1434.0,1434.0,,
208,rps_lng-HDO22094717,2022-03-04T00:00:00+00:00,,Deposit,Deposit held,True,False,1434.0,1434.0,2868.0,,
209,rps_lng-HDO22098543,2022-03-07T00:00:00+00:00,Invoice,,Transfer deposit to deposit protection scheme. Ref: 15273502,False,True,1434.0,1434.0,1434.0,,
210,rps_lng-HDO22105214,2022-03-08T00:00:00+00:00,Invoice,Rent,Rent from 08/03/2022 to 07/04/2022 for 15/88 Franklin Street,False,True,1434.0,1434.0,,,
211,rps_lng-HDO22133026,2022-04-08T00:00:00+01:00,Invoice,Rent,Rent from 08/04/2022 to 07/05/2022 for 15/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
212,rps_lng-HDO22146421,2022-04-08T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 15/88FRANKLINSTREE,True,False,1434.0,1434.0,,,
213,rps_lng-HDO22176458,2022-05-08T00:00:00+01:00,Invoice,Rent,Rent from 08/05/2022 to 07/06/2022 for 15/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
214,rps_lng-HDO22191069,2022-05-09T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 15/88FRANKLINSTREE,True,False,1434.0,1434.0,,,
215,rps_lng-HDO22226043,2022-06-08T00:00:00+01:00,Invoice,Rent,Rent from 08/06/2022 to 07/07/2022 for 15/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
216,rps_lng-HDO22235829,2022-06-08T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 15/88FRANKLINSTREE,True,False,1434.0,1434.0,,,
217,rps_lng-HDO22270168,2022-07-08T00:00:00+01:00,Invoice,Rent,Rent from 08/07/2022 to 07/08/2022 for 15/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
218,rps_lng-HDO22284385,2022-07-08T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 15/88FRANKLINSTREE,True,False,1434.0,1434.0,,,
219,rps_lng-HDO22320670,2022-08-08T00:00:00+01:00,Invoice,Rent,Rent from 08/08/2022 to 07/09/2022 for 15/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
220,rps_lng-HDO22330546,2022-08-08T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 15/88FRANKLINSTREE,True,False,1434.0,1434.0,,,
221,rps_lng-HDO22372210,2022-09-08T00:00:00+01:00,Invoice,Rent,Rent from 08/09/2022 to 07/10/2022 for 15/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
222,rps_lng-HDO22387174,2022-09-08T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 15/88FRANKLINSTREE,True,False,1434.0,1434.0,,,
223,rps_lng-HDO22423373,2022-10-08T00:00:00+01:00,Invoice,Rent,Rent from 08/10/2022 to 07/11/2022 for 15/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
224,rps_lng-HDO22439605,2022-10-10T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 15/88FRANKLINSTREE,True,False,1434.0,1434.0,,,
225,rps_lng-HDO22474134,2022-11-08T00:00:00+00:00,Invoice,Rent,Rent from 08/11/2022 to 07/12/2022 for 15/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
226,rps_lng-HDO22485680,2022-11-08T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: 15/88FRANKLINSTREE,True,False,1434.0,1434.0,,,
227,rps_lng-HDO22522451,2022-12-08T00:00:00+00:00,Invoice,Rent,Rent from 08/12/2022 to 07/01/2023 for 15/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
228,rps_lng-HDO22532496,2022-12-08T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: 15/88FRANKLINSTREE,True,False,1434.0,1434.0,,,
229,rps_lng-HDO23000154,2023-01-08T00:00:00+00:00,Invoice,Rent,Rent from 08/01/2023 to 07/02/2023 for 15/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
230,rps_lng-HDO23015725,2023-01-09T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: 15/88FRANKLINSTREE,True,False,1434.0,1434.0,,,
231,rps_lng-HDO23051737,2023-02-08T00:00:00+00:00,Invoice,Rent,Rent from 08/02/2023 to 07/03/2023 for 15/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
232,rps_lng-HDO23061245,2023-02-08T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: 15/88FRANKLINSTREE,True,False,1434.0,1434.0,,,
233,rps_lng-,2021-02-15T00:00:00+00:00,Opening Balance CR,Float,Opening Balance,False,False,,,,,
234,rps_lng-HDO21054898,2021-02-15T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 42354241,True,False,2348.0,2348.0,2348.0,,
235,rps_lng-HDO21055158,2021-02-16T00:00:00+00:00,Invoice,Deposit,Deposit invoice,False,True,1174.0,1174.0,1174.0,,
236,rps_lng-HDO21055159,2021-02-16T00:00:00+00:00,,Deposit,Deposit held,True,False,1174.0,1174.0,2348.0,,
237,rps_lng-HDO21056491,2021-02-17T00:00:00+00:00,Invoice,,Transfer deposit to deposit protection scheme. Ref: 14993742,False,True,1174.0,1174.0,1174.0,,
238,rps_lng-HDO21057949,2021-02-19T00:00:00+00:00,Invoice,Rent,Rent from 19/02/2021 to 18/03/2021 for 15/88 Franklin Street,False,True,1174.0,1174.0,,,
239,rps_lng-HDO21094719,2021-03-16T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 42354241,True,False,1174.0,1174.0,1174.0,,
240,rps_lng-HDO21090464,2021-03-19T00:00:00+00:00,Invoice,Rent,Rent from 19/03/2021 to 18/04/2021 for 15/88 Franklin Street,False,True,1174.0,1174.0,,,
241,rps_lng-HDO21129056,2021-04-19T00:00:00+01:00,Invoice,Rent,Rent from 19/04/2021 to 18/05/2021 for 15/88 Franklin Street,False,True,1174.0,1174.0,-1174.0,,
242,rps_lng-HDO21135173,2021-04-19T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 42354241,True,False,1174.0,1174.0,,,
243,rps_lng-HDO21173836,2021-05-17T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 42354241,True,False,1174.0,1174.0,1174.0,,
244,rps_lng-HDO21169505,2021-05-19T00:00:00+01:00,Invoice,Rent,Rent from 19/05/2021 to 18/06/2021 for 15/88 Franklin Street,False,True,1174.0,1174.0,,,
245,rps_lng-HDO21216729,2021-06-17T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 42354241,True,False,1174.0,1174.0,1174.0,,
246,rps_lng-HDO21210112,2021-06-19T00:00:00+01:00,Invoice,Rent,Rent from 19/06/2021 to 18/07/2021 for 15/88 Franklin Street,False,True,1174.0,1174.0,,,
247,rps_lng-HDO21255618,2021-07-19T00:00:00+01:00,Invoice,Rent,Rent from 19/07/2021 to 18/08/2021 for 15/88 Franklin Street,False,True,1174.0,1174.0,-1174.0,,
248,rps_lng-HDO21262792,2021-07-19T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 42354241,True,False,1174.0,1174.0,,,
249,rps_lng-HDO21302416,2021-08-16T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 42354241,True,False,1174.0,1174.0,1174.0,,
250,rps_lng-HDO21299191,2021-08-19T00:00:00+01:00,Invoice,Rent,Rent from 19/08/2021 to 18/09/2021 for 15/88 Franklin Street,False,True,1174.0,1174.0,,,
251,rps_lng-HDO21351375,2021-09-16T00:00:00+01:00,Invoice,,Water Usage Reimbursement - 13/05/21 - 09/08/21,False,True,104.53,104.53,-104.53,,
252,rps_lng-HDO21346370,2021-09-19T00:00:00+01:00,Invoice,Rent,Rent from 19/09/2021 to 18/10/2021 for 15/88 Franklin Street,False,True,1174.0,1174.0,-1278.53,,
253,rps_lng-HDO21355251,2021-09-20T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 42354241,True,False,1278.53,1278.53,,,
254,rps_lng-HDO21391519,2021-10-13T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT I/CCd VI 0042354241,True,False,1174.0,1174.0,1174.0,,
255,rps_lng-HDO21391065,2021-10-19T00:00:00+01:00,Invoice,Rent,Rent from 19/10/2021 to 18/11/2021 for 15/88 Franklin Street,False,True,1174.0,1174.0,,,
256,rps_lng-HDO21440679,2021-11-16T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay - 42354241 27639,True,False,1174.0,1174.0,1174.0,,
257,rps_lng-HDO21435754,2021-11-19T00:00:00+00:00,Invoice,Rent,Rent from 19/11/2021 to 18/12/2021 for 15/88 Franklin Street,False,True,1174.0,1174.0,,,
258,rps_lng-HDO21479791,2021-12-19T00:00:00+00:00,Invoice,Rent,Rent from 19/12/2021 to 18/01/2022 for 15/88 Franklin Street,False,True,1174.0,1174.0,-1174.0,,
259,rps_lng-HDO21488630,2021-12-20T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay - 42354241 45553,True,False,1174.0,1174.0,,,
260,rps_lng-HDO22022400,2022-01-17T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay - 42354241 49445,True,False,1174.0,1174.0,1174.0,,
261,rps_lng-HDO22018340,2022-01-19T00:00:00+00:00,Invoice,Rent,Rent from 19/01/2022 to 18/02/2022 for 15/88 Franklin Street,False,True,1174.0,1174.0,,,
262,rps_lng-HDO22067280,2022-02-15T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 42354241,True,False,540.36,540.36,540.36,,
263,rps_lng-HDO22062373,2022-02-19T00:00:00+00:00,Invoice,Rent,Rent from 19/02/2022 to 04/03/2022 for 15/88 Franklin Street,False,True,540.36,540.36,,,
264,rps_lng-HDO22094432,2022-03-03T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464111,True,False,2868.0,2868.0,2868.0,,
265,rps_lng-HDO22094716,2022-03-04T00:00:00+00:00,Invoice,Deposit,Deposit invoice,False,True,1434.0,1434.0,1434.0,,
266,rps_lng-HDO22094717,2022-03-04T00:00:00+00:00,,Deposit,Deposit held,True,False,1434.0,1434.0,2868.0,,
267,rps_lng-HDO22098543,2022-03-07T00:00:00+00:00,Invoice,,Transfer deposit to deposit protection scheme. Ref: 15273502,False,True,1434.0,1434.0,1434.0,,
268,rps_lng-HDO22105214,2022-03-08T00:00:00+00:00,Invoice,Rent,Rent from 08/03/2022 to 07/04/2022 for 15/88 Franklin Street,False,True,1434.0,1434.0,,,
269,rps_lng-HDO22133026,2022-04-08T00:00:00+01:00,Invoice,Rent,Rent from 08/04/2022 to 07/05/2022 for 15/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
270,rps_lng-HDO22146421,2022-04-08T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 15/88FRANKLINSTREE,True,False,1434.0,1434.0,,,
271,rps_lng-HDO22176458,2022-05-08T00:00:00+01:00,Invoice,Rent,Rent from 08/05/2022 to 07/06/2022 for 15/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
272,rps_lng-HDO22191069,2022-05-09T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 15/88FRANKLINSTREE,True,False,1434.0,1434.0,,,
273,rps_lng-HDO22226043,2022-06-08T00:00:00+01:00,Invoice,Rent,Rent from 08/06/2022 to 07/07/2022 for 15/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
274,rps_lng-HDO22235829,2022-06-08T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 15/88FRANKLINSTREE,True,False,1434.0,1434.0,,,
275,rps_lng-HDO22270168,2022-07-08T00:00:00+01:00,Invoice,Rent,Rent from 08/07/2022 to 07/08/2022 for 15/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
276,rps_lng-HDO22284385,2022-07-08T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 15/88FRANKLINSTREE,True,False,1434.0,1434.0,,,
277,rps_lng-HDO22320670,2022-08-08T00:00:00+01:00,Invoice,Rent,Rent from 08/08/2022 to 07/09/2022 for 15/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
278,rps_lng-HDO22330546,2022-08-08T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 15/88FRANKLINSTREE,True,False,1434.0,1434.0,,,
279,rps_lng-HDO22372210,2022-09-08T00:00:00+01:00,Invoice,Rent,Rent from 08/09/2022 to 07/10/2022 for 15/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
280,rps_lng-HDO22387174,2022-09-08T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 15/88FRANKLINSTREE,True,False,1434.0,1434.0,,,
281,rps_lng-HDO22423373,2022-10-08T00:00:00+01:00,Invoice,Rent,Rent from 08/10/2022 to 07/11/2022 for 15/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
282,rps_lng-HDO22439605,2022-10-10T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 15/88FRANKLINSTREE,True,False,1434.0,1434.0,,,
283,rps_lng-HDO22474134,2022-11-08T00:00:00+00:00,Invoice,Rent,Rent from 08/11/2022 to 07/12/2022 for 15/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
284,rps_lng-HDO22485680,2022-11-08T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: 15/88FRANKLINSTREE,True,False,1434.0,1434.0,,,
285,rps_lng-HDO22522451,2022-12-08T00:00:00+00:00,Invoice,Rent,Rent from 08/12/2022 to 07/01/2023 for 15/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
286,rps_lng-HDO22532496,2022-12-08T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: 15/88FRANKLINSTREE,True,False,1434.0,1434.0,,,
287,rps_lng-HDO23000154,2023-01-08T00:00:00+00:00,Invoice,Rent,Rent from 08/01/2023 to 07/02/2023 for 15/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
288,rps_lng-HDO23015725,2023-01-09T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: 15/88FRANKLINSTREE,True,False,1434.0,1434.0,,,
289,rps_lng-HDO23051737,2023-02-08T00:00:00+00:00,Invoice,Rent,Rent from 08/02/2023 to 07/03/2023 for 15/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
290,rps_lng-HDO23061245,2023-02-08T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: 15/88FRANKLINSTREE,True,False,1434.0,1434.0,,,
291,rps_lng-,2021-02-01T00:00:00+00:00,Opening Balance CR,Float,Opening Balance,False,False,,,,,
292,rps_lng-HDO21036712,2021-02-01T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1213381,True,False,2781.0,2781.0,2781.0,,
293,rps_lng-HDO21032765,2021-02-01T00:00:00+00:00,Invoice,Rent,Rent from 01/02/2021 to 28/02/2021 for 904/1 Roy Street,False,True,2781.0,2781.0,,,
294,rps_lng-HDO21038641,2021-02-03T00:00:00+00:00,Debit Adjustment,Tenant Payment,Dishonoured Direct Debit: Tenancy Receipt Ref: OC1213381,False,True,2781.0,2781.0,-2781.0,,
295,rps_lng-HDO21039800,2021-02-03T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 25427899,True,False,2781.0,2781.0,,,
296,rps_lng-HDO21064649,2021-03-01T00:00:00+00:00,Invoice,Rent,Rent from 01/03/2021 to 31/03/2021 for 904/1 Roy Street,False,True,2781.0,2781.0,-2781.0,,
297,rps_lng-HDO21075351,2021-03-01T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1213381,True,False,2781.0,2781.0,,,
298,rps_lng-HDO21105418,2021-04-01T00:00:00+01:00,Invoice,Rent,Rent from 01/04/2021 to 30/04/2021 for 904/1 Roy Street,False,True,2781.0,2781.0,-2781.0,,
299,rps_lng-HDO21116628,2021-04-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1213381,True,False,2781.0,2781.0,,,
300,rps_lng-HDO21140729,2021-05-01T00:00:00+01:00,Invoice,Rent,Rent from 01/05/2021 to 31/05/2021 for 904/1 Roy Street,False,True,2781.0,2781.0,-2781.0,,
301,rps_lng-HDO21155795,2021-05-03T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1213381,True,False,2781.0,2781.0,,,
302,rps_lng-HDO21184477,2021-06-01T00:00:00+01:00,Invoice,Rent,Rent from 01/06/2021 to 30/06/2021 for 904/1 Roy Street,False,True,2781.0,2781.0,-2781.0,,
303,rps_lng-HDO21194699,2021-06-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1213381,True,False,2781.0,2781.0,,,
304,rps_lng-HDO21226357,2021-07-01T00:00:00+01:00,Invoice,Rent,Rent from 01/07/2021 to 31/07/2021 for 904/1 Roy Street,False,True,2781.0,2781.0,-2781.0,,
305,rps_lng-HDO21237731,2021-07-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1213381,True,False,2781.0,2781.0,,,
306,rps_lng-HDO21271916,2021-08-01T00:00:00+01:00,Invoice,Rent,Rent from 01/08/2021 to 31/08/2021 for 904/1 Roy Street,False,True,2781.0,2781.0,-2781.0,,
307,rps_lng-HDO21282510,2021-08-02T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1213381,True,False,2781.0,2781.0,,,
308,rps_lng-HDO21316235,2021-09-01T00:00:00+01:00,Invoice,Rent,Rent from 01/09/2021 to 30/09/2021 for 904/1 Roy Street,False,True,2781.0,2781.0,-2781.0,,
309,rps_lng-HDO21329162,2021-09-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1213381,True,False,2781.0,2781.0,,,
310,rps_lng-HDO21361143,2021-10-01T00:00:00+01:00,Invoice,Rent,Rent from 01/10/2021 to 31/10/2021 for 904/1 Roy Street,False,True,2781.0,2781.0,-2781.0,,
311,rps_lng-HDO21374952,2021-10-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1213381,True,False,2781.0,2781.0,,,
312,rps_lng-HDO21407357,2021-11-01T00:00:00+00:00,Invoice,Rent,Rent from 01/11/2021 to 30/11/2021 for 904/1 Roy Street,False,True,2781.0,2781.0,-2781.0,,
313,rps_lng-HDO21419872,2021-11-01T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1213381,True,False,2781.0,2781.0,,,
314,rps_lng-HDO21451652,2021-12-01T00:00:00+00:00,Invoice,Rent,Rent from 01/12/2021 to 31/12/2021 for 904/1 Roy Street,False,True,2781.0,2781.0,-2781.0,,
315,rps_lng-HDO21462850,2021-12-01T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1213381,True,False,2781.0,2781.0,,,
316,rps_lng-HDO21494264,2022-01-01T00:00:00+00:00,Invoice,Rent,Rent from 01/01/2022 to 31/01/2022 for 904/1 Roy Street,False,True,2781.0,2781.0,-2781.0,,
317,rps_lng-HDO22005039,2022-01-04T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1213381,True,False,2781.0,2781.0,,,
318,rps_lng-HDO22034165,2022-02-01T00:00:00+00:00,Invoice,Rent,Rent from 01/02/2022 to 28/02/2022 for 904/1 Roy Street,False,True,2781.0,2781.0,-2781.0,,
319,rps_lng-HDO22046722,2022-02-01T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1213381,True,False,2781.0,2781.0,,,
320,rps_lng-HDO22078827,2022-03-01T00:00:00+00:00,Invoice,Rent,Rent from 01/03/2022 to 31/03/2022 for 904/1 Roy Street,False,True,2781.0,2781.0,-2781.0,,
321,rps_lng-HDO22090653,2022-03-01T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1213381,True,False,2781.0,2781.0,,,
322,rps_lng-HDO22123044,2022-04-01T00:00:00+01:00,Invoice,Rent,Rent from 01/04/2022 to 30/04/2022 for 904/1 Roy Street,False,True,2781.0,2781.0,-2781.0,,
323,rps_lng-HDO22135232,2022-04-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1213381,True,False,2781.0,2781.0,,,
324,rps_lng-HDO22162291,2022-05-01T00:00:00+01:00,Invoice,Rent,Rent from 01/05/2022 to 31/05/2022 for 904/1 Roy Street,False,True,2781.0,2781.0,-2781.0,,
325,rps_lng-HDO22178189,2022-05-02T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1213381,True,False,2781.0,2781.0,,,
326,rps_lng-HDO22213603,2022-06-01T00:00:00+01:00,Invoice,Rent,Rent from 01/06/2022 to 30/06/2022 for 904/1 Roy Street,False,True,2781.0,2781.0,-2781.0,,
327,rps_lng-HDO22224361,2022-06-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1213381,True,False,2781.0,2781.0,,,
328,rps_lng-HDO22256805,2022-07-01T00:00:00+01:00,Invoice,Rent,Rent from 01/07/2022 to 31/07/2022 for 904/1 Roy Street,False,True,2781.0,2781.0,-2781.0,,
329,rps_lng-HDO22272442,2022-07-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1213381,True,False,2781.0,2781.0,,,
330,rps_lng-HDO22308732,2022-08-01T00:00:00+01:00,Invoice,Rent,Rent from 01/08/2022 to 31/08/2022 for 904/1 Roy Street,False,True,2781.0,2781.0,-2781.0,,
331,rps_lng-HDO22319125,2022-08-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1213381,True,False,2781.0,2781.0,,,
332,rps_lng-HDO22358308,2022-09-01T00:00:00+01:00,Invoice,Rent,Rent from 01/09/2022 to 30/09/2022 for 904/1 Roy Street,False,True,2781.0,2781.0,-2781.0,,
333,rps_lng-HDO22370632,2022-09-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1213381,True,False,2781.0,2781.0,,,
334,rps_lng-HDO22410463,2022-10-01T00:00:00+01:00,Invoice,Rent,Rent from 01/10/2022 to 31/10/2022 for 904/1 Roy Street,False,True,2781.0,2781.0,-2781.0,,
335,rps_lng-HDO22427602,2022-10-03T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1213381,True,False,2781.0,2781.0,,,
336,rps_lng-HDO22461324,2022-11-01T00:00:00+00:00,Invoice,Rent,Rent from 01/11/2022 to 30/11/2022 for 904/1 Roy Street,False,True,2781.0,2781.0,-2781.0,,
337,rps_lng-HDO22475486,2022-11-02T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1213381,True,False,2781.0,2781.0,,,
338,rps_lng-HDO22510220,2022-12-01T00:00:00+00:00,Invoice,Rent,Rent from 01/12/2022 to 31/12/2022 for 904/1 Roy Street,False,True,2781.0,2781.0,-2781.0,,
339,rps_lng-HDO22521132,2022-12-01T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1213381,True,False,2781.0,2781.0,,,
340,rps_lng-HDO22553265,2023-01-01T00:00:00+00:00,Invoice,Rent,Rent from 01/01/2023 to 31/01/2023 for 904/1 Roy Street,False,True,2781.0,2781.0,-2781.0,,
341,rps_lng-HDO23005249,2023-01-03T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1213381,True,False,2781.0,2781.0,,,
342,rps_lng-HDO23038945,2023-02-01T00:00:00+00:00,Invoice,Rent,Rent from 01/02/2023 to 28/02/2023 for 904/1 Roy Street,False,True,2781.0,2781.0,-2781.0,,
343,rps_lng-HDO23050205,2023-02-01T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1213381,True,False,2781.0,2781.0,,,
344,rps_lng-HDO23084324,2023-03-01T00:00:00+00:00,Invoice,Rent,Rent from 01/03/2023 to 31/03/2023 for 904/1 Roy Street,False,True,2781.0,2781.0,-2781.0,,
345,rps_lng-HDO23096236,2023-03-01T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1213381,True,False,2781.0,2781.0,,,
346,rps_lng-HDO23131311,2023-04-01T00:00:00+01:00,Invoice,Rent,Rent from 01/04/2023 to 30/04/2023 for 904/1 Roy Street,False,True,2781.0,2781.0,-2781.0,,
347,rps_lng-HDO23146442,2023-04-03T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1213381,True,False,2781.0,2781.0,,,
348,rps_lng-HDO23176775,2023-05-01T00:00:00+01:00,Invoice,Rent,Rent from 01/05/2023 to 31/05/2023 for 904/1 Roy Street,False,True,2781.0,2781.0,-2781.0,,
349,rps_lng-HDO23190834,2023-05-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1213381,True,False,2781.0,2781.0,,,
350,rps_lng-HDO23228051,2023-06-01T00:00:00+01:00,Invoice,Rent,Rent from 01/06/2023 to 30/06/2023 for 904/1 Roy Street,False,True,2781.0,2781.0,-2781.0,,
351,rps_lng-HDO23238426,2023-06-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1213381,True,False,2781.0,2781.0,,,
352,rps_lng-HDO23272525,2023-07-01T00:00:00+01:00,Invoice,Rent,Rent from 01/07/2023 to 31/07/2023 for 904/1 Roy Street,False,True,2781.0,2781.0,-2781.0,,
353,rps_lng-HDO23288264,2023-07-03T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1213381,True,False,2781.0,2781.0,,,
354,rps_lng-HDO23325659,2023-08-01T00:00:00+01:00,Invoice,Rent,Rent from 01/08/2023 to 31/08/2023 for 904/1 Roy Street,False,True,2781.0,2781.0,-2781.0,,
355,rps_lng-HDO23337205,2023-08-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: OC1213381,True,False,2781.0,2781.0,,,
356,rps_lng-,2022-03-11T00:00:00+00:00,Opening Balance CR,Float,Opening Balance,False,False,,,,,
357,rps_lng-HDO22107860,2022-03-11T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464541,True,False,2868.0,2868.0,2868.0,,
358,rps_lng-HDO22110518,2022-03-16T00:00:00+00:00,Invoice,Deposit,Deposit invoice,False,True,1434.0,1434.0,1434.0,,
