,ID,DateTime,Type,Category,Description,IsCredit,IsDebit,Gross,Net,Balance,Unallocated,VAT
48,rps_lng-HDO23241437,2023-06-05T00:00:00+01:00,Debit Adjustment,Tenant Payment,Dishonoured Direct Debit: Tenancy Receipt Ref: 35ACAMERONSTREET,False,True,2151.0,2151.0,-2201.0,,
49,rps_lng-HDO23242879,2023-06-05T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 44815918,True,False,2151.0,2151.0,-50.0,,
50,rps_lng-HDO23272494,2023-07-01T00:00:00+01:00,Invoice,Rent,Rent from 01/07/2023 to 31/07/2023 for 35A Cameron Street,False,True,2151.0,2151.0,-2201.0,,
51,rps_lng-HDO23288006,2023-07-03T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 35ACAMERONSTREET,True,False,2151.0,2151.0,-50.0,,
52,rps_lng-HDO23325590,2023-08-01T00:00:00+01:00,Invoice,Rent,Rent from 01/08/2023 to 31/08/2023 for 35A Cameron Street,False,True,2151.0,2151.0,-2201.0,,
53,rps_lng-HDO23336706,2023-08-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 35ACAMERONSTREET,True,False,2151.0,2151.0,-50.0,,
54,rps_lng-,2021-02-01T00:00:00+00:00,Opening Balance CR,Float,Opening Balance,False,False,,,,,
55,rps_lng-HDO21032685,2021-02-01T00:00:00+00:00,Invoice,Rent,Rent from 01/02/2021 to 28/02/2021 for 124 Leicester Street,False,True,3086.0,3086.0,-3086.0,,
56,rps_lng-HDO21036466,2021-02-01T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: 124LEICESTERSTRE-2,True,False,3086.0,3086.0,,,
57,rps_lng-HDO21064557,2021-03-01T00:00:00+00:00,Invoice,Rent,Rent from 01/03/2021 to 31/03/2021 for 124 Leicester Street,False,True,3086.0,3086.0,-3086.0,,
58,rps_lng-HDO21075067,2021-03-01T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: 124LEICESTERSTRE-2,True,False,3086.0,3086.0,,,
59,rps_lng-HDO21105332,2021-04-01T00:00:00+01:00,Invoice,Rent,Rent from 01/04/2021 to 30/04/2021 for 124 Leicester Street,False,True,3086.0,3086.0,-3086.0,,
60,rps_lng-HDO21116343,2021-04-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 124LEICESTERSTRE-2,True,False,3086.0,3086.0,,,
61,rps_lng-HDO21140638,2021-05-01T00:00:00+01:00,Invoice,Rent,Rent from 01/05/2021 to 31/05/2021 for 124 Leicester Street,False,True,3086.0,3086.0,-3086.0,,
62,rps_lng-HDO21155851,2021-05-03T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 124LEICESTERSTRE-2,True,False,3086.0,3086.0,,,
63,rps_lng-HDO21184418,2021-06-01T00:00:00+01:00,Invoice,Rent,Rent from 01/06/2021 to 30/06/2021 for 124 Leicester Street,False,True,3086.0,3086.0,-3086.0,,
64,rps_lng-HDO21194446,2021-06-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 124LEICESTERSTRE-2,True,False,3086.0,3086.0,,,
65,rps_lng-HDO21226276,2021-07-01T00:00:00+01:00,Invoice,Rent,Rent from 01/07/2021 to 31/07/2021 for 124 Leicester Street,False,True,3086.0,3086.0,-3086.0,,
66,rps_lng-HDO21237789,2021-07-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 124LEICESTERSTRE-2,True,False,3086.0,3086.0,,,
67,rps_lng-HDO21271858,2021-08-01T00:00:00+01:00,Invoice,Rent,Rent from 01/08/2021 to 31/08/2021 for 124 Leicester Street,False,True,3086.0,3086.0,-3086.0,,
68,rps_lng-HDO21282564,2021-08-02T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 124LEICESTERSTRE-2,True,False,3086.0,3086.0,,,
69,rps_lng-HDO21316179,2021-09-01T00:00:00+01:00,Invoice,Rent,Rent from 01/09/2021 to 30/09/2021 for 124 Leicester Street,False,True,3086.0,3086.0,-3086.0,,
70,rps_lng-HDO21328942,2021-09-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 124LEICESTERSTRE-2,True,False,3086.0,3086.0,,,
71,rps_lng-HDO21361097,2021-10-01T00:00:00+01:00,Invoice,Rent,Rent from 01/10/2021 to 31/10/2021 for 124 Leicester Street,False,True,3086.0,3086.0,-3086.0,,
72,rps_lng-HDO21375054,2021-10-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 124LEICESTERSTRE-2,True,False,3086.0,3086.0,,,
73,rps_lng-HDO21407321,2021-11-01T00:00:00+00:00,Invoice,Rent,Rent from 01/11/2021 to 30/11/2021 for 124 Leicester Street,False,True,3086.0,3086.0,-3086.0,,
74,rps_lng-HDO21419965,2021-11-01T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: 124LEICESTERSTRE-2,True,False,3086.0,3086.0,,,
75,rps_lng-HDO21451611,2021-12-01T00:00:00+00:00,Invoice,Rent,Rent from 01/12/2021 to 31/12/2021 for 124 Leicester Street,False,True,3086.0,3086.0,-3086.0,,
76,rps_lng-HDO21462529,2021-12-01T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: 124LEICESTERSTRE-2,True,False,3086.0,3086.0,,,
77,rps_lng-HDO21494223,2022-01-01T00:00:00+00:00,Invoice,Rent,Rent from 01/01/2022 to 31/01/2022 for 124 Leicester Street,False,True,3086.0,3086.0,-3086.0,,
78,rps_lng-HDO22005443,2022-01-04T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: 124LEICESTERSTRE-2,True,False,3086.0,3086.0,,,
79,rps_lng-HDO22034120,2022-02-01T00:00:00+00:00,Invoice,Rent,Rent from 01/02/2022 to 28/02/2022 for 124 Leicester Street,False,True,3086.0,3086.0,-3086.0,,
80,rps_lng-HDO22046904,2022-02-01T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: 124LEICESTERSTRE-2,True,False,3086.0,3086.0,,,
81,rps_lng-HDO22078763,2022-03-01T00:00:00+00:00,Invoice,Rent,Rent from 01/03/2022 to 31/03/2022 for 124 Leicester Street,False,True,3086.0,3086.0,-3086.0,,
82,rps_lng-HDO22090939,2022-03-01T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: 124LEICESTERSTRE-2,True,False,3086.0,3086.0,,,
83,rps_lng-HDO22123009,2022-04-01T00:00:00+01:00,Invoice,Rent,Rent from 01/04/2022 to 30/04/2022 for 124 Leicester Street,False,True,3086.0,3086.0,-3086.0,,
84,rps_lng-HDO22135348,2022-04-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 124LEICESTERSTRE-2,True,False,3086.0,3086.0,,,
85,rps_lng-HDO22162205,2022-05-01T00:00:00+01:00,Invoice,Rent,Rent from 01/05/2022 to 31/05/2022 for 124 Leicester Street,False,True,3086.0,3086.0,-3086.0,,
86,rps_lng-HDO22178624,2022-05-02T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 124LEICESTERSTRE-2,True,False,3086.0,3086.0,,,
87,rps_lng-HDO22213565,2022-06-01T00:00:00+01:00,Invoice,Rent,Rent from 01/06/2022 to 30/06/2022 for 124 Leicester Street,False,True,3086.0,3086.0,-3086.0,,
88,rps_lng-HDO22224628,2022-06-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 124LEICESTERSTRE-2,True,False,3086.0,3086.0,,,
89,rps_lng-HDO22256768,2022-07-01T00:00:00+01:00,Invoice,Rent,Rent from 01/07/2022 to 31/07/2022 for 124 Leicester Street,False,True,3086.0,3086.0,-3086.0,,
90,rps_lng-HDO22272680,2022-07-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 124LEICESTERSTRE-2,True,False,3086.0,3086.0,,,
91,rps_lng-HDO22308689,2022-08-01T00:00:00+01:00,Invoice,Rent,Rent from 01/08/2022 to 31/08/2022 for 124 Leicester Street,False,True,3086.0,3086.0,-3086.0,,
92,rps_lng-HDO22319406,2022-08-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 124LEICESTERSTRE-2,True,False,3086.0,3086.0,,,
93,rps_lng-HDO22358264,2022-09-01T00:00:00+01:00,Invoice,Rent,Rent from 01/09/2022 to 30/09/2022 for 124 Leicester Street,False,True,3086.0,3086.0,-3086.0,,
94,rps_lng-HDO22370892,2022-09-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 124LEICESTERSTRE-2,True,False,3086.0,3086.0,,,
95,rps_lng-HDO22410400,2022-10-01T00:00:00+01:00,Invoice,Rent,Rent from 01/10/2022 to 31/10/2022 for 124 Leicester Street,False,True,3086.0,3086.0,-3086.0,,
96,rps_lng-HDO22427322,2022-10-03T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 124LEICESTERSTRE-2,True,False,3086.0,3086.0,,,
97,rps_lng-HDO22461266,2022-11-01T00:00:00+00:00,Invoice,Rent,Rent from 01/11/2022 to 30/11/2022 for 124 Leicester Street,False,True,3086.0,3086.0,-3086.0,,
98,rps_lng-HDO22475244,2022-11-02T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: 124LEICESTERSTRE-2,True,False,3086.0,3086.0,,,
99,rps_lng-HDO22510184,2022-12-01T00:00:00+00:00,Invoice,Rent,Rent from 01/12/2022 to 31/12/2022 for 124 Leicester Street,False,True,3086.0,3086.0,-3086.0,,
100,rps_lng-HDO22520902,2022-12-01T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: 124LEICESTERSTRE-2,True,False,3086.0,3086.0,,,
101,rps_lng-HDO22553226,2023-01-01T00:00:00+00:00,Invoice,Rent,Rent from 01/01/2023 to 31/01/2023 for 124 Leicester Street,False,True,3086.0,3086.0,-3086.0,,
102,rps_lng-HDO23004985,2023-01-03T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: 124LEICESTERSTRE-2,True,False,3086.0,3086.0,,,
103,rps_lng-HDO23038906,2023-02-01T00:00:00+00:00,Invoice,Rent,Rent from 01/02/2023 to 28/02/2023 for 124 Leicester Street,False,True,3086.0,3086.0,-3086.0,,
104,rps_lng-HDO23050422,2023-02-01T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: 124LEICESTERSTRE-2,True,False,3086.0,3086.0,,,
105,rps_lng-HDO23084252,2023-03-01T00:00:00+00:00,Invoice,Rent,Rent from 01/03/2023 to 31/03/2023 for 124 Leicester Street,False,True,3086.0,3086.0,-3086.0,,
106,rps_lng-HDO23096038,2023-03-01T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: 124LEICESTERSTRE-2,True,False,3086.0,3086.0,,,
107,rps_lng-HDO23131267,2023-04-01T00:00:00+01:00,Invoice,Rent,Rent from 01/04/2023 to 30/04/2023 for 124 Leicester Street,False,True,3086.0,3086.0,-3086.0,,
108,rps_lng-HDO23146570,2023-04-03T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 124LEICESTERSTRE-2,True,False,3086.0,3086.0,,,
109,rps_lng-HDO23176726,2023-05-01T00:00:00+01:00,Invoice,Rent,Rent from 01/05/2023 to 31/05/2023 for 124 Leicester Street,False,True,3086.0,3086.0,-3086.0,,
110,rps_lng-HDO23190566,2023-05-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 124LEICESTERSTRE-2,True,False,3086.0,3086.0,,,
111,rps_lng-HDO23228007,2023-06-01T00:00:00+01:00,Invoice,Rent,Rent from 01/06/2023 to 30/06/2023 for 124 Leicester Street,False,True,3086.0,3086.0,-3086.0,,
112,rps_lng-HDO23238228,2023-06-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 124LEICESTERSTRE-2,True,False,3086.0,3086.0,,,
113,rps_lng-HDO23272497,2023-07-01T00:00:00+01:00,Invoice,Rent,Rent from 01/07/2023 to 31/07/2023 for 124 Leicester Street,False,True,3086.0,3086.0,-3086.0,,
114,rps_lng-HDO23288337,2023-07-03T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 124LEICESTERSTRE-2,True,False,3086.0,3086.0,,,
115,rps_lng-HDO23325690,2023-08-01T00:00:00+01:00,Invoice,Rent,Rent from 01/08/2023 to 31/08/2023 for 124 Leicester Street,False,True,3086.0,3086.0,-3086.0,,
116,rps_lng-HDO23337317,2023-08-01T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 124LEICESTERSTRE-2,True,False,3086.0,3086.0,,,
117,rps_lng-,2021-02-15T00:00:00+00:00,Opening Balance CR,Float,Opening Balance,False,False,,,,,
118,rps_lng-HDO21054898,2021-02-15T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 42354241,True,False,2348.0,2348.0,2348.0,,
119,rps_lng-HDO21055158,2021-02-16T00:00:00+00:00,Invoice,Deposit,Deposit invoice,False,True,1174.0,1174.0,1174.0,,
120,rps_lng-HDO21055159,2021-02-16T00:00:00+00:00,,Deposit,Deposit held,True,False,1174.0,1174.0,2348.0,,
121,rps_lng-HDO21056491,2021-02-17T00:00:00+00:00,Invoice,,Transfer deposit to deposit protection scheme. Ref: 14993742,False,True,1174.0,1174.0,1174.0,,
122,rps_lng-HDO21057949,2021-02-19T00:00:00+00:00,Invoice,Rent,Rent from 19/02/2021 to 18/03/2021 for 15/88 Franklin Street,False,True,1174.0,1174.0,,,
123,rps_lng-HDO21094719,2021-03-16T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 42354241,True,False,1174.0,1174.0,1174.0,,
124,rps_lng-HDO21090464,2021-03-19T00:00:00+00:00,Invoice,Rent,Rent from 19/03/2021 to 18/04/2021 for 15/88 Franklin Street,False,True,1174.0,1174.0,,,
125,rps_lng-HDO21129056,2021-04-19T00:00:00+01:00,Invoice,Rent,Rent from 19/04/2021 to 18/05/2021 for 15/88 Franklin Street,False,True,1174.0,1174.0,-1174.0,,
126,rps_lng-HDO21135173,2021-04-19T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 42354241,True,False,1174.0,1174.0,,,
127,rps_lng-HDO21173836,2021-05-17T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 42354241,True,False,1174.0,1174.0,1174.0,,
128,rps_lng-HDO21169505,2021-05-19T00:00:00+01:00,Invoice,Rent,Rent from 19/05/2021 to 18/06/2021 for 15/88 Franklin Street,False,True,1174.0,1174.0,,,
129,rps_lng-HDO21216729,2021-06-17T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 42354241,True,False,1174.0,1174.0,1174.0,,
130,rps_lng-HDO21210112,2021-06-19T00:00:00+01:00,Invoice,Rent,Rent from 19/06/2021 to 18/07/2021 for 15/88 Franklin Street,False,True,1174.0,1174.0,,,
131,rps_lng-HDO21255618,2021-07-19T00:00:00+01:00,Invoice,Rent,Rent from 19/07/2021 to 18/08/2021 for 15/88 Franklin Street,False,True,1174.0,1174.0,-1174.0,,
132,rps_lng-HDO21262792,2021-07-19T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 42354241,True,False,1174.0,1174.0,,,
133,rps_lng-HDO21302416,2021-08-16T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 42354241,True,False,1174.0,1174.0,1174.0,,
134,rps_lng-HDO21299191,2021-08-19T00:00:00+01:00,Invoice,Rent,Rent from 19/08/2021 to 18/09/2021 for 15/88 Franklin Street,False,True,1174.0,1174.0,,,
135,rps_lng-HDO21351375,2021-09-16T00:00:00+01:00,Invoice,,Water Usage Reimbursement - 13/05/21 - 09/08/21,False,True,104.53,104.53,-104.53,,
136,rps_lng-HDO21346370,2021-09-19T00:00:00+01:00,Invoice,Rent,Rent from 19/09/2021 to 18/10/2021 for 15/88 Franklin Street,False,True,1174.0,1174.0,-1278.53,,
137,rps_lng-HDO21355251,2021-09-20T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 42354241,True,False,1278.53,1278.53,,,
138,rps_lng-HDO21391519,2021-10-13T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT I/CCd VI 0042354241,True,False,1174.0,1174.0,1174.0,,
139,rps_lng-HDO21391065,2021-10-19T00:00:00+01:00,Invoice,Rent,Rent from 19/10/2021 to 18/11/2021 for 15/88 Franklin Street,False,True,1174.0,1174.0,,,
140,rps_lng-HDO21440679,2021-11-16T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay - 42354241 27639,True,False,1174.0,1174.0,1174.0,,
141,rps_lng-HDO21435754,2021-11-19T00:00:00+00:00,Invoice,Rent,Rent from 19/11/2021 to 18/12/2021 for 15/88 Franklin Street,False,True,1174.0,1174.0,,,
142,rps_lng-HDO21479791,2021-12-19T00:00:00+00:00,Invoice,Rent,Rent from 19/12/2021 to 18/01/2022 for 15/88 Franklin Street,False,True,1174.0,1174.0,-1174.0,,
143,rps_lng-HDO21488630,2021-12-20T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay - 42354241 45553,True,False,1174.0,1174.0,,,
144,rps_lng-HDO22022400,2022-01-17T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay - 42354241 49445,True,False,1174.0,1174.0,1174.0,,
145,rps_lng-HDO22018340,2022-01-19T00:00:00+00:00,Invoice,Rent,Rent from 19/01/2022 to 18/02/2022 for 15/88 Franklin Street,False,True,1174.0,1174.0,,,
146,rps_lng-HDO22067280,2022-02-15T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 42354241,True,False,540.36,540.36,540.36,,
147,rps_lng-HDO22062373,2022-02-19T00:00:00+00:00,Invoice,Rent,Rent from 19/02/2022 to 04/03/2022 for 15/88 Franklin Street,False,True,540.36,540.36,,,
148,rps_lng-HDO22094432,2022-03-03T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 46464111,True,False,2868.0,2868.0,2868.0,,
149,rps_lng-HDO22094716,2022-03-04T00:00:00+00:00,Invoice,Deposit,Deposit invoice,False,True,1434.0,1434.0,1434.0,,
150,rps_lng-HDO22094717,2022-03-04T00:00:00+00:00,,Deposit,Deposit held,True,False,1434.0,1434.0,2868.0,,
151,rps_lng-HDO22098543,2022-03-07T00:00:00+00:00,Invoice,,Transfer deposit to deposit protection scheme. Ref: 15273502,False,True,1434.0,1434.0,1434.0,,
152,rps_lng-HDO22105214,2022-03-08T00:00:00+00:00,Invoice,Rent,Rent from 08/03/2022 to 07/04/2022 for 15/88 Franklin Street,False,True,1434.0,1434.0,,,
153,rps_lng-HDO22133026,2022-04-08T00:00:00+01:00,Invoice,Rent,Rent from 08/04/2022 to 07/05/2022 for 15/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
154,rps_lng-HDO22146421,2022-04-08T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 15/88FRANKLINSTREE,True,False,1434.0,1434.0,,,
155,rps_lng-HDO22176458,2022-05-08T00:00:00+01:00,Invoice,Rent,Rent from 08/05/2022 to 07/06/2022 for 15/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
156,rps_lng-HDO22191069,2022-05-09T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 15/88FRANKLINSTREE,True,False,1434.0,1434.0,,,
157,rps_lng-HDO22226043,2022-06-08T00:00:00+01:00,Invoice,Rent,Rent from 08/06/2022 to 07/07/2022 for 15/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
158,rps_lng-HDO22235829,2022-06-08T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 15/88FRANKLINSTREE,True,False,1434.0,1434.0,,,
159,rps_lng-HDO22270168,2022-07-08T00:00:00+01:00,Invoice,Rent,Rent from 08/07/2022 to 07/08/2022 for 15/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
160,rps_lng-HDO22284385,2022-07-08T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 15/88FRANKLINSTREE,True,False,1434.0,1434.0,,,
161,rps_lng-HDO22320670,2022-08-08T00:00:00+01:00,Invoice,Rent,Rent from 08/08/2022 to 07/09/2022 for 15/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
162,rps_lng-HDO22330546,2022-08-08T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 15/88FRANKLINSTREE,True,False,1434.0,1434.0,,,
163,rps_lng-HDO22372210,2022-09-08T00:00:00+01:00,Invoice,Rent,Rent from 08/09/2022 to 07/10/2022 for 15/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
164,rps_lng-HDO22387174,2022-09-08T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 15/88FRANKLINSTREE,True,False,1434.0,1434.0,,,
165,rps_lng-HDO22423373,2022-10-08T00:00:00+01:00,Invoice,Rent,Rent from 08/10/2022 to 07/11/2022 for 15/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
166,rps_lng-HDO22439605,2022-10-10T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: 15/88FRANKLINSTREE,True,False,1434.0,1434.0,,,
167,rps_lng-HDO22474134,2022-11-08T00:00:00+00:00,Invoice,Rent,Rent from 08/11/2022 to 07/12/2022 for 15/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
168,rps_lng-HDO22485680,2022-11-08T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: 15/88FRANKLINSTREE,True,False,1434.0,1434.0,,,
169,rps_lng-HDO22522451,2022-12-08T00:00:00+00:00,Invoice,Rent,Rent from 08/12/2022 to 07/01/2023 for 15/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
170,rps_lng-HDO22532496,2022-12-08T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: 15/88FRANKLINSTREE,True,False,1434.0,1434.0,,,
171,rps_lng-HDO23000154,2023-01-08T00:00:00+00:00,Invoice,Rent,Rent from 08/01/2023 to 07/02/2023 for 15/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
172,rps_lng-HDO23015725,2023-01-09T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: 15/88FRANKLINSTREE,True,False,1434.0,1434.0,,,
173,rps_lng-HDO23051737,2023-02-08T00:00:00+00:00,Invoice,Rent,Rent from 08/02/2023 to 07/03/2023 for 15/88 Franklin Street,False,True,1434.0,1434.0,-1434.0,,
174,rps_lng-HDO23061245,2023-02-08T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: 15/88FRANKLINSTREE,True,False,1434.0,1434.0,,,
175,rps_lng-,2021-02-15T00:00:00+00:00,Opening Balance CR,Float,Opening Balance,False,False,,,,,
176,rps_lng-HDO21054898,2021-02-15T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 42354241,True,False,2348.0,2348.0,2348.0,,
177,rps_lng-HDO21055158,2021-02-16T00:00:00+00:00,Invoice,Deposit,Deposit invoice,False,True,1174.0,1174.0,1174.0,,
178,rps_lng-HDO21055159,2021-02-16T00:00:00+00:00,,Deposit,Deposit held,True,False,1174.0,1174.0,2348.0,,
179,rps_lng-HDO21056491,2021-02-17T00:00:00+00:00,Invoice,,Transfer deposit to deposit protection scheme. Ref: 14993742,False,True,1174.0,1174.0,1174.0,,
180,rps_lng-HDO21057949,2021-02-19T00:00:00+00:00,Invoice,Rent,Rent from 19/02/2021 to 18/03/2021 for 15/88 Franklin Street,False,True,1174.0,1174.0,,,
181,rps_lng-HDO21094719,2021-03-16T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 42354241,True,False,1174.0,1174.0,1174.0,,
182,rps_lng-HDO21090464,2021-03-19T00:00:00+00:00,Invoice,Rent,Rent from 19/03/2021 to 18/04/2021 for 15/88 Franklin Street,False,True,1174.0,1174.0,,,
183,rps_lng-HDO21129056,2021-04-19T00:00:00+01:00,Invoice,Rent,Rent from 19/04/2021 to 18/05/2021 for 15/88 Franklin Street,False,True,1174.0,1174.0,-1174.0,,
184,rps_lng-HDO21135173,2021-04-19T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 42354241,True,False,1174.0,1174.0,,,
185,rps_lng-HDO21173836,2021-05-17T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 42354241,True,False,1174.0,1174.0,1174.0,,
186,rps_lng-HDO21169505,2021-05-19T00:00:00+01:00,Invoice,Rent,Rent from 19/05/2021 to 18/06/2021 for 15/88 Franklin Street,False,True,1174.0,1174.0,,,
187,rps_lng-HDO21216729,2021-06-17T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 42354241,True,False,1174.0,1174.0,1174.0,,
188,rps_lng-HDO21210112,2021-06-19T00:00:00+01:00,Invoice,Rent,Rent from 19/06/2021 to 18/07/2021 for 15/88 Franklin Street,False,True,1174.0,1174.0,,,
189,rps_lng-HDO21255618,2021-07-19T00:00:00+01:00,Invoice,Rent,Rent from 19/07/2021 to 18/08/2021 for 15/88 Franklin Street,False,True,1174.0,1174.0,-1174.0,,
190,rps_lng-HDO21262792,2021-07-19T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 42354241,True,False,1174.0,1174.0,,,
191,rps_lng-HDO21302416,2021-08-16T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 42354241,True,False,1174.0,1174.0,1174.0,,
192,rps_lng-HDO21299191,2021-08-19T00:00:00+01:00,Invoice,Rent,Rent from 19/08/2021 to 18/09/2021 for 15/88 Franklin Street,False,True,1174.0,1174.0,,,
193,rps_lng-HDO21351375,2021-09-16T00:00:00+01:00,Invoice,,Water Usage Reimbursement - 13/05/21 - 09/08/21,False,True,104.53,104.53,-104.53,,
194,rps_lng-HDO21346370,2021-09-19T00:00:00+01:00,Invoice,Rent,Rent from 19/09/2021 to 18/10/2021 for 15/88 Franklin Street,False,True,1174.0,1174.0,-1278.53,,
195,rps_lng-HDO21355251,2021-09-20T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay 42354241,True,False,1278.53,1278.53,,,
196,rps_lng-HDO21391519,2021-10-13T00:00:00+01:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT I/CCd VI 0042354241,True,False,1174.0,1174.0,1174.0,,
197,rps_lng-HDO21391065,2021-10-19T00:00:00+01:00,Invoice,Rent,Rent from 19/10/2021 to 18/11/2021 for 15/88 Franklin Street,False,True,1174.0,1174.0,,,
198,rps_lng-HDO21440679,2021-11-16T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay - 42354241 27639,True,False,1174.0,1174.0,1174.0,,
199,rps_lng-HDO21435754,2021-11-19T00:00:00+00:00,Invoice,Rent,Rent from 19/11/2021 to 18/12/2021 for 15/88 Franklin Street,False,True,1174.0,1174.0,,,
200,rps_lng-HDO21479791,2021-12-19T00:00:00+00:00,Invoice,Rent,Rent from 19/12/2021 to 18/01/2022 for 15/88 Franklin Street,False,True,1174.0,1174.0,-1174.0,,
201,rps_lng-HDO21488630,2021-12-20T00:00:00+00:00,Payment,Tenant Payment,Tenancy Receipt Ref: DEFT Bpay - 42354241 45553,True,False,1174.0,1174.0,,,
