tenancy_id,property_id,original_lease_start,lease_start,lease_end,vacate_type,notice_sent_received,termination_date,moving_out,charge_to,contact_1_id,contact_[n]_auto_email_receipts,contact_[n]_auto_email_invoices,contact_[n]_enotices_no_consent,contact_[n]_dont_send_marketing,contact_[n]_type,contact_[n]_account_name,contact_[n]_account_bsb,contact_[n]_account_no,direct_debit_invoices,direct_debit_rent,direct_debit_contact_id,direct_debit_max_amount,direct_debit_schedule_description,direct_debit_schedule_period,direct_debit_schedule_amount,direct_debit_schedule_start,direct_debit_schedule_end,last_rent_review,next_rent_review,rent_account,rent_description,rent_start,rent_period,rent_amount,new_rent_start,new_rent_period,new_rent_amount,rent_paid_to,rent_credit,outgoings_[n]_account,outgoings_[n]_description,outgoings_[n]_amount,outgoings_[n]_paid_to,outgoings_[n]_credit,new_outgoings_[n]_amount,bond_[n]_required,bond_[n]_account,bond_[n]_reference,bond_[n]_lodged_direct,held_for_tenancy,tag_[group name],fee_[fee id],contact_2_id,contact_3_id,contact_4_id
rps_lng-HDO230950,rps_lng-HDO220153,2023-08-04,2023-08-04,2024-08-03,,,,,,rps_lng-HDO23002568,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,775.1,,,,,,,,,,,,,,,,,,,rps_lng-HDO23002567,,
rps_lng-HDO230725,rps_lng-HDO220157,2023-06-24,2023-06-24,2024-06-23,,,,,,rps_lng-HDO23001968,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,550.03,,,,,,,,,,,,,,,,,,,rps_lng-HDO23001967,,
rps_lng-HDO220851,rps_lng-HDO220183,2023-07-01,2023-07-01,2024-06-30,,,,,,rps_lng-HDO22001793,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,350.04,,,,,,,,,,,,,,,,,,,rps_lng-HDO22001792,,
rps_lng-HDO220927,rps_lng-HDO220217,2023-07-17,2023-07-17,2024-07-16,,,,,,rps_lng-HDO22002029,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,409.87,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO220916,rps_lng-HDO220224,2022-07-11,2022-07-11,2024-07-10,,,,,,rps_lng-HDO22002005,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,370.06,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO221042,rps_lng-HDO220225,2023-07-30,2023-07-30,2024-07-29,,,,,,rps_lng-HDO22002251,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,390.08,,,,29/08/2023,0.0,,,,,,,,,,,,,,rps_lng-HDO22002250,,
rps_lng-HDO220814,rps_lng-HDO220232,2022-10-06,2022-10-06,2023-10-05,,,,,,rps_lng-HDO22001706,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,460.04,,,,,,,,,,,,,,,,,,,rps_lng-HDO22001705,,
rps_lng-HDO221343,rps_lng-HDO220250,2022-10-07,2022-10-07,2023-10-06,,,,,,rps_lng-HDO22003066,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,650.14,,,,06/09/2023,2825.0,,,,,,,,,,,,,,rps_lng-HDO22003064,rps_lng-HDO22003065,
rps_lng-HDO220827,rps_lng-HDO220251,2023-02-28,2023-02-28,2024-02-27,,,,,,rps_lng-HDO22001733,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,425.06,,,,27/08/2023,0.0,,,,,,,,,,,,,,rps_lng-HDO22001732,,
rps_lng-HDO221407,rps_lng-HDO220268,2023-10-14,2023-10-14,2024-10-13,,,,,,rps_lng-HDO22003226,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,450.15,,,,,,,,,,,,,,,,,,,rps_lng-HDO22003225,,
rps_lng-HDO221112,rps_lng-HDO220273,2022-08-12,2022-08-12,2023-08-13,,,,,,rps_lng-HDO22002457,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,399.98,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO220933,rps_lng-HDO220296,2022-07-13,2022-07-13,2024-07-12,,,,,,rps_lng-HDO22002037,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,385.02,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO230383,rps_lng-HDO220304,2023-04-01,2023-04-01,2024-03-31,,,,,,rps_lng-HDO23001135,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,375.12,,,,31/08/2023,300.0,,,,,,,,,,,,,,rps_lng-HDO23001134,,
rps_lng-HDO221462,rps_lng-HDO220337,2022-10-29,2022-10-29,2023-10-28,,,,,,rps_lng-HDO22003366,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,420.0,,,,28/08/2023,0.0,,,,,,,,,,,,,,rps_lng-HDO22003365,,
rps_lng-HDO230089,rps_lng-HDO220363,2023-01-27,2023-01-27,2024-01-26,,,,,,rps_lng-HDO23000172,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,599.97,,,,26/08/2023,0.0,,,,,,,,,,,,,,rps_lng-HDO23000171,rps_lng-HDO23000173,
rps_lng-HDO230527,rps_lng-HDO220366,2023-04-21,2023-04-21,2024-04-20,,,,,,rps_lng-HDO23001483,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,420.0,,,,20/09/2023,1825.0,,,,,,,,,,,,,,,,
rps_lng-HDO230094,rps_lng-HDO220383,2023-01-21,2023-01-21,2024-01-20,,,,,,rps_lng-HDO23000190,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,360.16,,,,20/09/2023,0.0,,,,,,,,,,,,,,rps_lng-HDO23000189,,
rps_lng-HDO221132,rps_lng-HDO220384,2023-09-30,2023-09-30,2024-09-29,,,,,,rps_lng-HDO22002519,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,374.89,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO230678,rps_lng-HDO220408,2023-06-02,2023-06-02,2024-06-01,,,,,,rps_lng-HDO23001858,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,520.11,,,,,,,,,,,,,,,,,,,rps_lng-HDO23001857,,
rps_lng-HDO221377,rps_lng-HDO220465,2022-10-14,2022-10-14,2023-10-13,,,,,,rps_lng-HDO22003160,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,420.0,,,,13/09/2023,0.0,,,,,,,,,,,,,,rps_lng-HDO22003159,,
rps_lng-HDO221346,rps_lng-HDO220468,2022-09-30,2022-09-30,2023-09-29,,,,,,rps_lng-HDO22003070,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,385.02,,,,,,,,,,,,,,,,,,,rps_lng-HDO22003194,,
rps_lng-HDO221537,rps_lng-HDO220471,2022-10-31,2022-10-31,2024-04-30,,,,,,rps_lng-HDO22003551,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,674.99,,,,,,,,,,,,,,,,,,,rps_lng-HDO22003550,,
rps_lng-HDO221469,rps_lng-HDO220479,2023-10-20,2023-10-20,2024-10-19,,,,,,rps_lng-HDO22003386,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,850.13,,,,19/09/2023,0.0,,,,,,,,,,,,,,,,
rps_lng-HDO221519,rps_lng-HDO220482,2022-11-10,2022-11-10,2023-11-09,,,,,,rps_lng-HDO22003497,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,764.98,,,,,,,,,,,,,,,,,,,rps_lng-HDO22003496,,
rps_lng-HDO221339,rps_lng-HDO220483,2023-04-01,2023-04-01,2024-03-31,,,,,,rps_lng-HDO22003056,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,370.06,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO221512,rps_lng-HDO220504,2022-10-26,2022-10-26,2023-10-25,,,,,,rps_lng-HDO22003477,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,355.1,,,,25/08/2023,0.0,,,,,,,,,,,,,,rps_lng-HDO22003476,,
rps_lng-HDO221620,rps_lng-HDO220524,2022-11-22,2022-11-22,2023-11-21,,,,,,rps_lng-HDO22003712,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,700.08,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO221822,rps_lng-HDO220537,2022-12-23,2022-12-23,2023-12-22,,,,,,rps_lng-HDO22004192,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,420.0,,,,,,,,,,,,,,,,,,,rps_lng-HDO22004191,,
rps_lng-HDO221692,rps_lng-HDO220543,2022-12-12,2022-12-12,2023-12-11,,,,,,rps_lng-HDO22003889,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,500.09,,,,11/09/2023,0.0,,,,,,,,,,,,,,rps_lng-HDO22003890,,
rps_lng-HDO230438,rps_lng-HDO220578,2023-04-17,2023-04-17,2024-04-16,,,,,,rps_lng-HDO23001261,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,374.89,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO221772,rps_lng-HDO220585,2022-12-21,2022-12-21,2024-01-20,,,,,,rps_lng-HDO22004067,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,460.04,,,,,,,,,,,,,,,,,,,rps_lng-HDO22004066,,
rps_lng-HDO221743,rps_lng-HDO220594,2022-12-19,2022-12-19,2023-12-18,,,,,,rps_lng-HDO22004011,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,649.91,,,,18/09/2023,0.0,,,,,,,,,,,,,,rps_lng-HDO22004010,,
rps_lng-HDO230035,rps_lng-HDO220669,2023-01-14,2023-01-14,2024-02-13,,,,,,rps_lng-HDO22000327,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,410.1,,,,13/09/2023,0.0,,,,,,,,,,,,,,,,
rps_lng-HDO230055,rps_lng-HDO220671,2023-05-21,2023-05-21,2024-05-20,,,,,,rps_lng-HDO23000113,,,,,,,,,,,,,,,,,,,2024-02-01T22:00:00+00:00,100005,,,Monthly,449.92,,,,20/09/2023,2055.0,,,,,,,,,,,,,,,,
rps_lng-HDO230090,rps_lng-HDO220702,2023-07-19,2023-07-19,2024-07-18,,,,,,rps_lng-HDO23000175,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,579.95,,,,,,,,,,,,,,,,,,,rps_lng-HDO23002658,,
rps_lng-HDO230182,rps_lng-HDO220707,2023-02-11,2023-02-11,2024-02-10,,,,,,rps_lng-HDO23000532,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,379.96,,,,,,,,,,,,,,,,,,,rps_lng-HDO23000531,,
rps_lng-HDO230153,rps_lng-HDO220708,2023-02-18,2023-02-18,2024-02-17,,,,,,rps_lng-HDO23000435,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,379.96,,,,,,,,,,,,,,,,,,,rps_lng-HDO23000433,rps_lng-HDO23000434,
rps_lng-HDO230197,rps_lng-HDO230011,2023-02-18,2023-02-18,2024-02-17,,,,,,rps_lng-HDO23000564,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,399.98,,,,17/09/2023,0.0,,,,,,,,,,,,,,rps_lng-HDO23000562,rps_lng-HDO23000563,
rps_lng-HDO230565,rps_lng-HDO230040,2023-05-05,2023-05-05,2024-05-04,,,,,,rps_lng-HDO23001572,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,899.84,,,,,,,,,,,,,,,,,,,rps_lng-HDO23001569,rps_lng-HDO23001570,rps_lng-HDO23001571
rps_lng-JAM230002,rps_lng-HDO230051,2023-08-14,2023-08-14,2024-08-13,,,,,,rps_lng-JAM23000007,,,,,,,,,,,,,,,,,,,2024-05-01T12:00:00+01:00,100005,,,Monthly,530.01,,,,13/09/2023,0.0,,,,,,,,,,,,,,,,
rps_lng-HDO230271,rps_lng-HDO230072,2023-03-01,2023-03-01,2024-02-29,,,,,,rps_lng-HDO23000830,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,530.01,,,,,,,,,,,,,,,,,,,,,
rps_lng-HDO230380,rps_lng-HDO230086,2023-03-27,2023-03-27,2024-03-26,,,,,,rps_lng-HDO23001128,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,440.02,,,,,,,,,,,,,,,,,,,rps_lng-HDO23001127,,
rps_lng-JAM230003,rps_lng-HDO230187,2023-04-21,2023-04-21,2024-04-20,,,,,,rps_lng-JAM23000016,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,449.92,,,,,,,,,,,,,,,,,,,rps_lng-JAM23000017,,
rps_lng-HDO230654,rps_lng-HDO230195,2023-05-27,2023-05-27,2024-05-26,,,,,,rps_lng-HDO23001794,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,649.91,,,,26/08/2023,0.0,,,,,,,,,,,,,,rps_lng-HDO23001793,,
rps_lng-HDO230868,rps_lng-HDO230247,2023-07-11,2023-07-11,2024-07-10,,,,,,rps_lng-HDO23002343,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,460.04,,,,,,,,,,,,,,,,,,,rps_lng-HDO23002342,,
rps_lng-HDO230835,rps_lng-HDO230259,2023-07-22,2023-07-22,2024-07-21,,,,,,rps_lng-HDO23002252,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,634.95,,,,21/09/2023,5518.0,,,,,,,,,,,,,,rps_lng-HDO23002251,,
rps_lng-HDO230933,rps_lng-HDO230287,2023-08-10,2023-08-10,2024-08-09,,,,,,rps_lng-HDO23002526,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,390.08,,,,,,,,,,,,,,,,,,,rps_lng-HDO23002525,,
rps_lng-HDO230889,rps_lng-HDO230313,2023-07-14,2023-07-14,2025-01-13,,,,,,rps_lng-HDO23002395,,,,,,,,,,,,,,,,,,,,100005,,,Monthly,494.79,,,,,,,,,,,,,,,,,,,,,
